,mitre name,mitre alias,malpedia name,malpedia alias,attack techniques,technique name,attack software,malpedia techniques,malpedia software,normalized mitre software,normalized malpedia software,software union,software overlap,mitre software ids,software union canonical
G0034,sandworm,"['blackenergy (group)', 'electrum', 'frozenbarents', 'iridium', 'iron viking', 'quedagh', 'seashell blizzard', 'telebots', 'voodoo bear']",iridium,"['seashell blizzard', 'sandworm']","['T1583', 'T1102.002', 'T1584.005', 'T1591.002', 'T1027.010', 'T1195.002', 'T1555.003', 'T1485', 'T1486', 'T1213', 'T1005', 'T1140', 'T1561.002', 'T1087.002', 'T1078.002', 'T1590.001', 'T1583.001', 'T1087.003', 'T1585.002', 'T1589.002', 'T1589.003', 'T1499', 'T1041', 'T1190', 'T1203', 'T1491.002', 'T1133', 'T1070.004', 'T1083', 'T1105', 'T1056.001', 'T1003.001', 'T1570', 'T1204.002', 'T1204.001', 'T1587.001', 'T1036', 'T1036.005', 'T1003.003', 'T1040', 'T1571', 'T1027', 'T1059.001', 'T1090', 'T1219', 'T1018', 'T1218.011', 'T1021.002', 'T1593', 'T1594', 'T1583.004', 'T1584.004', 'T1586.001', 'T1585.001', 'T1592.002', 'T1072', 'T1566.001', 'T1566.002', 'T1598.003', 'T1132.001', 'T1539', 'T1082', 'T1049', 'T1033', 'T1588.002', 'T1199', 'T1078', 'T1059.005', 'T1588.006', 'T1595.002', 'T1071.001', 'T1505.003', 'T1047', 'T1660', 'T0807', 'T0884', 'T0819', 'T0853', 'T1503.004', 'T0831', 'T1573', 'T1503.003', 'T1059', 'T1573.002', 'T0809', 'T1543.004', 'T0871', 'T1562.004', 'T1543.002', 'T1548.001', 'T1132.002', 'T0855', 'T1543', 'T1008', 'T1037.004', 'T0872', 'T0847', 'T1059.004', 'T1542.001']","['Acquire Infrastructure', 'Bidirectional Communication', 'Botnet', 'Business Relationships', 'Command Obfuscation', 'Compromise Software Supply Chain', 'Credentials from Web Browsers', 'Data Destruction', 'Data Encrypted for Impact', 'Data from Information Repositories', 'Data from Local System', 'Deobfuscate/Decode Files or Information', 'Disk Structure Wipe', 'Domain Account', 'Domain Accounts', 'Domain Properties', 'Domains', 'Email Account', 'Email Accounts', 'Email Addresses', 'Employee Names', 'Endpoint Denial of Service', 'Exfiltration Over C2 Channel', 'Exploit Public-Facing Application', 'Exploitation for Client Execution', 'External Defacement', 'External Remote Services', 'File Deletion', 'File and Directory Discovery', 'Ingress Tool Transfer', 'Keylogging', 'LSASS Memory', 'Lateral Tool Transfer', 'Malicious File', 'Malicious Link', 'Malware', 'Masquerading', 'Match Legitimate Name or Location', 'NTDS', 'Network Sniffing', 'Non-Standard Port', 'Obfuscated Files or Information', 'PowerShell', 'Proxy', 'Remote Access Software', 'Remote System Discovery', 'Rundll32', 'SMB/Windows Admin Shares', 'Search Open Websites/Domains', 'Search Victim-Owned Websites', 'Server', 'Social Media Accounts', 'Software', 'Software Deployment Tools', 'Spearphishing Attachment', 'Spearphishing Link', 'Standard Encoding', 'Steal Web Session Cookie', 'System Information Discovery', 'System Network Connections Discovery', 'System Owner/User Discovery', 'Tool', 'Trusted Relationship', 'Valid Accounts', 'Visual Basic', 'Vulnerabilities', 'Vulnerability Scanning', 'Web Protocols', 'Web Shell', 'Windows Management Instrumentation', 'Phishing', 'Command-Line Interface', 'Connection Proxy']","['S1125', 'S0606', 'S0089', 'S0687', 'S0401', 'S0343', 'S0342', 'S0357', 'S0604', 'S1072', 'S0231', 'S0607', 'S0002', 'S0039', 'S0368', 'S0365', 'S0598', 'S1058', 'S0029', 'S0555']","['T1041', 'T1059.004', 'T1071.001', 'T1083', 'T1140', 'T1190', 'T1503.003', 'T1503.004', 'T1505.003', 'T1543', 'T1543.002', 'T1543.004', 'T1548.001', 'T1573']",['win.industroyer'],"['acidrain', 'bad rabbit', 'blackenergy', 'chemistgames', 'cyclops blink', 'exaramel for linux', 'exaramel for windows', 'greyenergy', 'impacket', 'industroyer', 'industroyer2', 'invoke psimage', 'killdisk', 'mimikatz', 'net', 'notpetya', 'olympic destroyer', 'p.a.s. webshell', 'prestige', 'psexec']",['S0604'],"['S0002', 'S0029', 'S0039', 'S0089', 'S0231', 'S0342', 'S0343', 'S0357', 'S0365', 'S0368', 'S0401', 'S0555', 'S0598', 'S0604', 'S0606', 'S0607', 'S0687', 'S1058', 'S1072', 'S1125']",['S0604'],"['S0002', 'S0029', 'S0039', 'S0089', 'S0231', 'S0342', 'S0343', 'S0357', 'S0365', 'S0368', 'S0401', 'S0555', 'S0598', 'S0604', 'S0606', 'S0607', 'S0687', 'S1058', 'S1072', 'S1125']","['acidrain', 'bad rabbit', 'blackenergy', 'chemistgames', 'cyclops blink', 'exaramel for linux', 'exaramel for windows', 'greyenergy', 'impacket', 'industroyer', 'industroyer2', 'invoke psimage', 'killdisk', 'mimikatz', 'net', 'notpetya', 'olympic destroyer', 'p.a.s. webshell', 'prestige', 'psexec']"
G0070,dark caracal,[],dark caracal,['g0070'],"['T1218.001', 'T1005', 'T1189', 'T1027.013', 'T1083', 'T1204.002', 'T1547.001', 'T1113', 'T1027.002', 'T1566.003', 'T1071.001', 'T1059.003', 'T1437.001', 'T1093']","['Compiled HTML File', 'Data from Local System', 'Drive-by Compromise', 'Encrypted/Encoded File', 'File and Directory Discovery', 'Malicious File', 'Registry Run Keys / Startup Folder', 'Screen Capture', 'Software Packing', 'Spearphishing via Service', 'Web Protocols', 'Windows Command Shell']","['S0234', 'S0235', 'S0182', 'S0399']","['T0156.001', 'T1005', 'T1025', 'T1027', 'T1041', 'T1048.002', 'T1055.012', 'T1057', 'T1059', 'T1071', 'T1083', 'T1093', 'T1112', 'T1113', 'T1123', 'T1125', 'T1189', 'T1204', 'T1204.001', 'T1204.002', 'T1218', 'T1437', 'T1547', 'T1547.001', 'T1566', 'T1566.001', 'T1573.001']","['jar.crossrat', 'win.bandook']","['bandook', 'cross rat', 'finfisher', 'pallas']","['S0234', 'S0235']","['S0182', 'S0234', 'S0235', 'S0399']","['S0234', 'S0235']","['S0182', 'S0234', 'S0235', 'S0399']","['bandook', 'cross rat', 'finfisher', 'pallas']"
G0076,thrip,[],thrip,"['g0076', 'atk78']","['T1048.003', 'T1059.001', 'T1219', 'T1588.002']","['Exfiltration Over Unencrypted Non-C2 Protocol', 'PowerShell', 'Remote Access Software', 'Tool']","['S0261', 'S0002', 'S0029']",[],"['win.catchamas', 'win.rikamanu', 'win.spedear', 'win.wmighost']","['catchamas', 'mimikatz', 'psexec']","['S0261', 'rikamanu', 'spedear', 'wmighost']","['S0002', 'S0029', 'S0261', 'rikamanu', 'spedear', 'wmighost']",['S0261'],"['S0002', 'S0029', 'S0261']","['catchamas', 'mimikatz', 'psexec', 'rikamanu', 'spedear', 'wmighost']"
G1007,aoqin dragon,[],aoqin dragon,['unc94'],"['T1203', 'T1083', 'T1570', 'T1204.002', 'T1587.001', 'T1036.005', 'T1091', 'T1027.002', 'T1588.002', 'T1027', 'T1055', 'T1571', 'T1560', 'T1071.004', 'T1547', 'T1569', 'T1033', 'T1566', 'T1211', 'T1082', 'T1055.001', 'T1132', 'T1204', 'T1071.001']","['Exploitation for Client Execution', 'File and Directory Discovery', 'Lateral Tool Transfer', 'Malicious File', 'Malware', 'Match Legitimate Name or Location', 'Replication Through Removable Media', 'Software Packing', 'Tool']","['S1027', 'S1026']","['T1027', 'T1033', 'T1055', 'T1055.001', 'T1071.001', 'T1071.004', 'T1082', 'T1091', 'T1132', 'T1204', 'T1211', 'T1547', 'T1560', 'T1566', 'T1569', 'T1571']",[],"['heyoka backdoor', 'mongall']",[],"['S1026', 'S1027']",[],"['S1026', 'S1027']","['heyoka backdoor', 'mongall']"
G0002,moafee,[],dragonok,"['moafee', 'bronze overbrook', 'g0017', 'g0002', 'shallow taurus']",['T1027.001'],['Binary Padding'],['S0012'],[],[],['poisonivy'],[],['S0012'],[],['S0012'],['poisonivy']
G0081,tropic trooper,"['keyboy', 'pirate panda']",apt23,"['pirate panda', 'keyboy', 'tropic trooper', 'bronze hobart', 'g0081', 'red orthrus', 'earth centaur']","['T1573.002', 'T1119', 'T1020', 'T1574.002', 'T1071.004', 'T1140', 'T1055.001', 'T1573', 'T1027.013', 'T1052.001', 'T1203', 'T1070.004', 'T1083', 'T1564.001', 'T1105', 'T1078.003', 'T1204.002', 'T1036.005', 'T1106', 'T1046', 'T1135', 'T1057', 'T1547.001', 'T1091', 'T1518.001', 'T1518', 'T1566.001', 'T1132.001', 'T1027.003', 'T1082', 'T1016', 'T1049', 'T1033', 'T1221', 'T1071.001', 'T1505.003', 'T1059.003', 'T1543.003', 'T1547.004', 'T1534', 'T1071', 'T1022', 'T1001', 'T1005', 'T1041', 'T1078', 'T1077', 'T1025', 'T1060', 'T1085', 'T1074', 'T1024', 'T1100', 'T1064', 'T1199', 'T1158', 'T1055', 'T1093', 'T1094', 'T1043', 'T1107', 'T1069', 'T1204', 'T1008', 'T1092', 'T1095', 'T1496']","['Asymmetric Cryptography', 'Automated Collection', 'Automated Exfiltration', 'DLL Side-Loading', 'DNS', 'Deobfuscate/Decode Files or Information', 'Dynamic-link Library Injection', 'Encrypted Channel', 'Encrypted/Encoded File', 'Exfiltration over USB', 'Exploitation for Client Execution', 'File Deletion', 'File and Directory Discovery', 'Hidden Files and Directories', 'Ingress Tool Transfer', 'Local Accounts', 'Malicious File', 'Match Legitimate Name or Location', 'Native API', 'Network Service Discovery', 'Network Share Discovery', 'Process Discovery', 'Registry Run Keys / Startup Folder', 'Replication Through Removable Media', 'Security Software Discovery', 'Software Discovery', 'Spearphishing Attachment', 'Standard Encoding', 'Steganography', 'System Information Discovery', 'System Network Configuration Discovery', 'System Network Connections Discovery', 'System Owner/User Discovery', 'Template Injection', 'Web Protocols', 'Web Shell', 'Windows Command Shell', 'Windows Service', 'Winlogon Helper DLL']","['S0190', 'S0387', 'S0012', 'S0596', 'S0452', 'S0388']","['T1003.001', 'T1005', 'T1016', 'T1020', 'T1021.002', 'T1027', 'T1027.002', 'T1033', 'T1036', 'T1036.005', 'T1046', 'T1049', 'T1052', 'T1055', 'T1057', 'T1059', 'T1059.001', 'T1059.003', 'T1070', 'T1070.001', 'T1070.006', 'T1071', 'T1071.001', 'T1078', 'T1082', 'T1083', 'T1087.002', 'T1090.001', 'T1091', 'T1095', 'T1105', 'T1106', 'T1119', 'T1132', 'T1135', 'T1140', 'T1190', 'T1197', 'T1203', 'T1204', 'T1218.011', 'T1221', 'T1480', 'T1482', 'T1505', 'T1505.003', 'T1518', 'T1543', 'T1543.003', 'T1547', 'T1552.002', 'T1564', 'T1566', 'T1567.002', 'T1569.002', 'T1573', 'T1574', 'T1574.002']",['win.shadowpad'],"['bitsadmin', 'keyboy', 'poisonivy', 'shadowpad', 'usbferry', 'yahoyah']",['S0596'],"['S0012', 'S0190', 'S0387', 'S0388', 'S0452', 'S0596']",['S0596'],"['S0012', 'S0190', 'S0387', 'S0388', 'S0452', 'S0596']","['bitsadmin', 'keyboy', 'poisonivy', 'shadowpad', 'usbferry', 'yahoyah']"
G0100,inception,"['cloud atlas', 'inception']",inception,"['clean ursa', 'cloud atlas', 'oxygen', 'g0100', 'atk116', 'blue odin']","['T1555.003', 'T1005', 'T1069.002', 'T1027.013', 'T1203', 'T1083', 'T1204.002', 'T1218.005', 'T1090.003', 'T1059.001', 'T1057', 'T1547.001', 'T1218.010', 'T1518', 'T1566.001', 'T1573.001', 'T1082', 'T1221', 'T1588.002', 'T1059.005', 'T1071.001', 'T1102']","['Credentials from Web Browsers', 'Data from Local System', 'Domain Groups', 'Encrypted/Encoded File', 'Exploitation for Client Execution', 'File and Directory Discovery', 'Malicious File', 'Mshta', 'Multi-hop Proxy', 'PowerShell', 'Process Discovery', 'Registry Run Keys / Startup Folder', 'Regsvr32', 'Software Discovery', 'Spearphishing Attachment', 'Symmetric Cryptography', 'System Information Discovery', 'Template Injection', 'Tool', 'Visual Basic', 'Web Protocols', 'Web Service']","['S0349', 'S0441', 'S0442']","['T1005', 'T1027', 'T1057', 'T1059', 'T1069', 'T1071', 'T1082', 'T1083', 'T1090', 'T1102', 'T1203', 'T1204', 'T1218', 'T1221', 'T1518', 'T1547', 'T1555', 'T1566', 'T1573', 'T1588']","['apk.cloudatlas', 'ps1.powershower']","['lazagne', 'powershower', 'vbshower']","['S0441', 'cloudatlas']","['S0349', 'S0441', 'S0442', 'cloudatlas']",['S0441'],"['S0349', 'S0441', 'S0442']","['cloudatlas', 'lazagne', 'powershower', 'vbshower']"
G0003,cleaver,"['tg-2889', 'tg-2889']",cleaver,"['operation cleaver', 'op cleaver', 'tarh andishan', 'alibaba', 'tg-2889', 'cobalt gypsy', 'g0003', 'hazel sandstorm', 'europium', 'apt34', 'oilrig']","['T1557.002', 'T1003.001', 'T1587.001', 'T1585.001', 'T1588.002']","['ARP Cache Poisoning', 'LSASS Memory', 'Malware', 'Social Media Accounts', 'Tool']","['S0002', 'S0056', 'S0029', 'S0004']","['T1003', 'T1557', 'T1585', 'T1587', 'T1588']","['win.csext', 'win.jasus', 'win.kagent', 'win.netc', 'win.pvzout', 'win.synflooder', 'win.tinyzbot', 'win.wndtest', 'win.zhmimikatz']","['mimikatz', 'net crawler', 'psexec', 'tinyzbot']","['S0004', 'S0056', 'csext', 'jasus', 'kagent', 'pvzout', 'synflooder', 'wndtest', 'zhmimikatz']","['S0002', 'S0004', 'S0029', 'S0056', 'csext', 'jasus', 'kagent', 'pvzout', 'synflooder', 'wndtest', 'zhmimikatz']","['S0004', 'S0056']","['S0002', 'S0004', 'S0029', 'S0056']","['csext', 'jasus', 'kagent', 'mimikatz', 'net crawler', 'psexec', 'pvzout', 'synflooder', 'tinyzbot', 'wndtest', 'zhmimikatz']"
G0079,darkhydrus,[],darkhydrus,"['lazymeerkat', 'g0079', 'obscure serpens']","['T1187', 'T1564.003', 'T1204.002', 'T1059.001', 'T1566.001', 'T1221', 'T1588.002']","['Forced Authentication', 'Hidden Window', 'Malicious File', 'PowerShell', 'Spearphishing Attachment', 'Template Injection', 'Tool']","['S0154', 'S0002', 'S0270']","['T1059', 'T1187', 'T1204', 'T1221', 'T1564', 'T1566', 'T1588']","['ps1.roguerobin', 'win.cobalt_strike', 'win.roguerobin']","['cobalt strike', 'mimikatz', 'roguerobin']","['S0154', 'S0270']","['S0002', 'S0154', 'S0270']","['S0154', 'S0270']","['S0002', 'S0154', 'S0270']","['cobalt strike', 'mimikatz', 'roguerobin']"
G1000,allanite,['palmetto fusion'],allanite,"['palmetto fusion', 'allanite']","['T0817', 'T0852', 'T0865', 'T0859']","['Drive-by Compromise', 'Screen Capture', 'Spearphishing Attachment', 'Valid Accounts']",[],[],[],[],[],[],[],[],[]
G0039,suckfly,[],apt22,"['g0039', 'suckfly', 'bronze olive', 'group 46']","['T1553.002', 'T1046', 'T1003', 'T1078', 'T1059.003']","['Code Signing', 'Network Service Discovery', 'OS Credential Dumping', 'Valid Accounts', 'Windows Command Shell']",['S0118'],"['T1003', 'T1046', 'T1059', 'T1078', 'T1553']","['elf.angryrebel', 'win.plugx']",['nidiran'],"['angryrebel', 'plugx']","['S0118', 'angryrebel', 'plugx']",[],['S0118'],"['angryrebel', 'nidiran', 'plugx']"
G1017,volt typhoon,['bronze silhouette'],volt typhoon,"['bronze silhouette', 'vanguard panda', 'unc3236', 'insidious taurus', 'voltzite', 'dev-0391', 'storm-0391']","['T1560.001', 'T1070.007', 'T1555', 'T1074', 'T1005', 'T1087.002', 'T1078.002', 'T1069.002', 'T1190', 'T1070.004', 'T1090.001', 'T1003.001', 'T1570', 'T1074.001', 'T1069.001', 'T1654', 'T1036.008', 'T1036.005', 'T1003.003', 'T1584.008', 'T1059.001', 'T1057', 'T1090', 'T1012', 'T1018', 'T1584.004', 'T1518', 'T1573.001', 'T1497.001', 'T1082', 'T1016', 'T1049', 'T1033', 'T1588.002', 'T1505.003', 'T1059.003', 'T1047', 'T1110.003', 'T1003', 'T1070', 'T1070.001', 'T1090.002', 'T1110']","['Archive via Utility', 'Clear Network Connection History and Configurations', 'Credentials from Password Stores', 'Data Staged', 'Data from Local System', 'Domain Account', 'Domain Accounts', 'Domain Groups', 'Exploit Public-Facing Application', 'File Deletion', 'Internal Proxy', 'LSASS Memory', 'Lateral Tool Transfer', 'Local Data Staging', 'Local Groups', 'Log Enumeration', 'Masquerade File Type', 'Match Legitimate Name or Location', 'NTDS', 'Network Devices', 'PowerShell', 'Process Discovery', 'Proxy', 'Query Registry', 'Remote System Discovery', 'Server', 'Software Discovery', 'Symmetric Cryptography', 'System Checks', 'System Information Discovery', 'System Network Configuration Discovery', 'System Network Connections Discovery', 'System Owner/User Discovery', 'Tool', 'Web Shell', 'Windows Command Shell', 'Windows Management Instrumentation']","['S0357', 'S0002', 'S0039', 'S0359', 'S0097', 'S0096', 'S0057', 'S0645', 'S0160', 'S0100', 'S0108', 'S0104']","['T1003.001', 'T1003.003', 'T1006', 'T1007', 'T1010', 'T1012', 'T1016', 'T1016.001', 'T1021.001', 'T1021.007', 'T1027.002', 'T1033', 'T1036.005', 'T1046', 'T1047', 'T1048', 'T1057', 'T1059', 'T1059.001', 'T1059.004', 'T1068', 'T1069', 'T1070.001', 'T1070.004', 'T1070.009', 'T1074', 'T1078', 'T1078.004', 'T1082', 'T1083', 'T1087.001', 'T1090', 'T1090.001', 'T1090.003', 'T1105', 'T1110.002', 'T1112', 'T1113', 'T1120', 'T1124', 'T1133', 'T1190', 'T1217', 'T1218', 'T1518', 'T1550', 'T1552', 'T1552.004', 'T1555', 'T1555.003', 'T1560', 'T1560.001', 'T1563', 'T1573', 'T1583.003', 'T1584.004', 'T1584.005', 'T1587.004', 'T1588.005', 'T1589', 'T1589.002', 'T1590', 'T1591', 'T1592', 'T1593', 'T1594', 'T1614', 'T1654']","['jar.versamem', 'sh.kv', 'win.scanline']","['certutil', 'impacket', 'ipconfig', 'mimikatz', 'net', 'netsh', 'netstat', 'nltest', 'ping', 'systeminfo', 'tasklist', 'wevtutil']","['scanline', 'sh.kv', 'versamem']","['S0002', 'S0039', 'S0057', 'S0096', 'S0097', 'S0100', 'S0104', 'S0108', 'S0160', 'S0357', 'S0359', 'S0645', 'scanline', 'sh.kv', 'versamem']",[],"['S0002', 'S0039', 'S0057', 'S0096', 'S0097', 'S0100', 'S0104', 'S0108', 'S0160', 'S0357', 'S0359', 'S0645']","['certutil', 'impacket', 'ipconfig', 'mimikatz', 'net', 'netsh', 'netstat', 'nltest', 'ping', 'scanline', 'sh.kv', 'systeminfo', 'tasklist', 'versamem', 'wevtutil']"
G0142,confucius,['confucius apt'],confucius,[],"['T1119', 'T1041', 'T1567.002', 'T1203', 'T1083', 'T1105', 'T1204.002', 'T1204.001', 'T1218.005', 'T1059.001', 'T1547.001', 'T1053.005', 'T1566.001', 'T1566.002', 'T1082', 'T1221', 'T1059.005', 'T1071.001', 'T1583.006']","['Automated Collection', 'Exfiltration Over C2 Channel', 'Exfiltration to Cloud Storage', 'Exploitation for Client Execution', 'File and Directory Discovery', 'Ingress Tool Transfer', 'Malicious File', 'Malicious Link', 'Mshta', 'PowerShell', 'Registry Run Keys / Startup Folder', 'Scheduled Task', 'Spearphishing Attachment', 'Spearphishing Link', 'System Information Discovery', 'Template Injection', 'Visual Basic', 'Web Protocols', 'Web Services']","['S0670', 'S1077', 'S1082']",[],[],"['hornbill', 'sunbird', 'warzone rat']",[],"['S0670', 'S1077', 'S1082']",[],"['S0670', 'S1077', 'S1082']","['hornbill', 'sunbird', 'warzone rat']"
G0005,apt12,"['dnscalc', 'dyncalc', 'ixeshe', 'numbered panda']",apt12,"['numbered panda', 'tg-2754', 'beebus', 'group 22', 'dyncalc', 'calc', 'dnscalc', 'crimson iron', 'ixeshe', 'bronze globe']","['T1102.002', 'T1568.003', 'T1203', 'T1204.002', 'T1566.001']","['Bidirectional Communication', 'DNS Calculation', 'Exploitation for Client Execution', 'Malicious File', 'Spearphishing Attachment']","['S0040', 'S0015', 'S0003']",[],"['win.etumbot', 'win.rapid_stealer', 'win.threebyte', 'win.waterspout']","['htran', 'ixeshe', 'riptide']","['etumbot', 'rapid stealer', 'threebyte', 'waterspout']","['S0003', 'S0015', 'S0040', 'etumbot', 'rapid stealer', 'threebyte', 'waterspout']",[],"['S0003', 'S0015', 'S0040']","['etumbot', 'htran', 'ixeshe', 'rapid stealer', 'riptide', 'threebyte', 'waterspout']"
G1011,exotic lily,[],exotic lily,['dev-0413'],"['T1583.001', 'T1585.002', 'T1589.002', 'T1203', 'T1204.002', 'T1204.001', 'T1597', 'T1594', 'T1593.001', 'T1585.001', 'T1566.001', 'T1566.002', 'T1566.003', 'T1608.001', 'T1102']","['Domains', 'Email Accounts', 'Email Addresses', 'Exploitation for Client Execution', 'Malicious File', 'Malicious Link', 'Search Closed Sources', 'Search Victim-Owned Websites', 'Social Media', 'Social Media Accounts', 'Spearphishing Attachment', 'Spearphishing Link', 'Spearphishing via Service', 'Upload Malware', 'Web Service']","['S0534', 'S1039']",[],['win.bumblebee'],"['bazar', 'bumblebee']",['S1039'],"['S0534', 'S1039']",['S1039'],"['S0534', 'S1039']","['bazar', 'bumblebee']"
G0091,silence,['whisper spider'],silence,"['silence', 'whisper spider']","['T1553.002', 'T1027.010', 'T1218.001', 'T1090.002', 'T1070.004', 'T1105', 'T1059.007', 'T1003.001', 'T1204.002', 'T1036.005', 'T1112', 'T1106', 'T1571', 'T1059.001', 'T1055', 'T1547.001', 'T1021.001', 'T1018', 'T1053.005', 'T1113', 'T1569.002', 'T1072', 'T1566.001', 'T1588.002', 'T1078', 'T1125', 'T1059.005', 'T1059.003']","['Code Signing', 'Command Obfuscation', 'Compiled HTML File', 'External Proxy', 'File Deletion', 'Ingress Tool Transfer', 'JavaScript', 'LSASS Memory', 'Malicious File', 'Match Legitimate Name or Location', 'Modify Registry', 'Native API', 'Non-Standard Port', 'PowerShell', 'Process Injection', 'Registry Run Keys / Startup Folder', 'Remote Desktop Protocol', 'Remote System Discovery', 'Scheduled Task', 'Screen Capture', 'Service Execution', 'Software Deployment Tools', 'Spearphishing Attachment', 'Tool', 'Valid Accounts', 'Video Capture', 'Visual Basic', 'Windows Command Shell']","['S0363', 'S0195', 'S0191']","['T1036', 'T1043', 'T1059', 'T1060', 'T1064', 'T1082', 'T1086', 'T1105', 'T1140', 'T1170', 'T1193', 'T1223']","['win.atmosphere', 'win.silence']","['empire', 'sdelete', 'winexe']","['atmosphere', 'silence']","['S0191', 'S0195', 'S0363', 'atmosphere', 'silence']",[],"['S0191', 'S0195', 'S0363']","['atmosphere', 'empire', 'sdelete', 'silence', 'winexe']"
G0097,bouncing golf,[],domestic kitten,"['bouncing golf', 'apt-c-50']",['T1655.001'],['Match Legitimate Name or Location'],['S0421'],[],['apk.furball'],['golfspy'],['furball'],"['S0421', 'furball']",[],['S0421'],"['furball', 'golfspy']"
G1027,,[],,[],"['T1491.001', 'T1499', 'T1078.001', 'T1565.001', 'T1531', 'T1110']",[],[],[],[],[],[],[],[],[],[]
G0093,gallium,['granite typhoon'],gallium,"['red dev 4', 'alloy taurus', 'granite typhoon', 'operation soft cell']","['T1560.001', 'T1553.002', 'T1574.002', 'T1005', 'T1136.002', 'T1041', 'T1190', 'T1090.002', 'T1133', 'T1027.005', 'T1105', 'T1003.001', 'T1570', 'T1074.001', 'T1027', 'T1550.002', 'T1059.001', 'T1018', 'T1036.003', 'T1053.005', 'T1003.002', 'T1583.004', 'T1027.002', 'T1016', 'T1049', 'T1033', 'T1588.002', 'T1078', 'T1505.003', 'T1059.003', 'T1047']","['Archive via Utility', 'Code Signing', 'DLL Side-Loading', 'Data from Local System', 'Domain Account', 'Exfiltration Over C2 Channel', 'Exploit Public-Facing Application', 'External Proxy', 'External Remote Services', 'Indicator Removal from Tools', 'Ingress Tool Transfer', 'LSASS Memory', 'Lateral Tool Transfer', 'Local Data Staging', 'Obfuscated Files or Information', 'Pass the Hash', 'PowerShell', 'Remote System Discovery', 'Rename System Utilities', 'Scheduled Task', 'Security Account Manager', 'Server', 'Software Packing', 'System Network Configuration Discovery', 'System Network Connections Discovery', 'System Owner/User Discovery', 'Tool', 'Valid Accounts', 'Web Shell', 'Windows Command Shell', 'Windows Management Instrumentation']","['S0564', 'S0020', 'S0040', 'S0002', 'S0590', 'S0039', 'S0097', 'S1031', 'S0013', 'S0012', 'S0029', 'S0075', 'S0005', 'S0110', 'S0106', 'S0100']",[],['win.mim221'],"['at', 'blackmould', 'china chopper', 'cmd', 'htran', 'ipconfig', 'mimikatz', 'nbtscan', 'net', 'ping', 'pingpull', 'plugx', 'poisonivy', 'psexec', 'reg', 'windows credential editor']",['mim221'],"['S0002', 'S0005', 'S0012', 'S0013', 'S0020', 'S0029', 'S0039', 'S0040', 'S0075', 'S0097', 'S0100', 'S0106', 'S0110', 'S0564', 'S0590', 'S1031', 'mim221']",[],"['S0002', 'S0005', 'S0012', 'S0013', 'S0020', 'S0029', 'S0039', 'S0040', 'S0075', 'S0097', 'S0100', 'S0106', 'S0110', 'S0564', 'S0590', 'S1031']","['at', 'blackmould', 'china chopper', 'cmd', 'htran', 'ipconfig', 'mim221', 'mimikatz', 'nbtscan', 'net', 'ping', 'pingpull', 'plugx', 'poisonivy', 'psexec', 'reg', 'windows credential editor']"
